,created_time,message,id
8,2021-12-31T17:22:17+0000,"How to Make Progress with Home Workouts: 4 Push Up Exercise Variations

As you get better at push ups, eventually you'd need to do way too many reps to get a good training effect. I'm all about being time-efficient, so instead of doing endless reps of the standard push up, here are 4 push up progressions that will help you get stronger and gain muscle while saving time:
👉Decline push up
👉Banded decline push up
👉Deficit decline push up
👉Banded deficit decline push up
 
In addition to saving time, you'll be leveraging science and physics with these push up variations that you can do at home without equipment aside from stuff around the house!
✔️Elevating the feet shifts more of your bodyweight to your upper body.
✔️The band provides additional resistance, but even better is that it is an accommodating resistance. In other words, it adds more weight in the positions where you are stronger so you are challenged uniformly throughout the movement (otherwise, it gets very easy as you reach the top).
✔️Elevating the hands as shown allows you to descend lower relative to the hands. Using a greater motion enhances muscle growth.

Will you give any of these a try? Let me know how it goes!
#stem #science #technology #engineer #medicine #scientist #research #academic #homeworkout #vancouver #yvr #personaltrainer #kinesiology #workout",10104327314119821_10103967168274981
9,2021-12-31T05:12:25+0000,"Since gyms are closed, some of you strong folks may find this helpful

",10104327314119821_10103966922796921
10,2021-12-29T04:17:57+0000,"Exercise is a real fountain of youth that helps you defy time!

https://examine.com/members/summaries/issue/december-2021/summary-9DKob0",10104327314119821_10103965428626251
11,2021-12-25T19:50:59+0000,Watching @nbcbrooklyn99 during handstands practice and got distracted by the hilarity of Captain Holt.,10104327314119821_10103963089399081
12,2021-12-24T22:30:34+0000,"Why the scale goes crazy during the holidays: part 3/3.
 
Aside from holiday noms, some other things that increase scale weight that aren't due to fat gain include:
- Water retention during the luteal phase of the menstrual cycle (i.e. the days before the period starts).
- Water retention due to stress. If you're a little less stressed￼ now, you may even find the scale goes down!
- Water retention from certain medications.
 
This year has been my best year yet as stress has been at an all-time low, which has helped my body get objectively healthier (as confirmed with lab tests) despite no longer sticking with ""clean"" eating and putting on body fat. Did you learn something from this series? Any more questions? Comment below!",10104327314119821_10103962563458071
13,2021-12-24T00:12:24+0000,https://www.precisionnutrition.com/effects-of-stress-on-the-body-infographic,10104327314119821_10103961922183191
14,2021-12-23T23:32:48+0000,"Why the scale goes crazy during the holidays: part 2/3.
 
It takes a surplus or deficit of ~3500 calories to gain or lose a pound of fat, which is more than what your average person consumes on an average day. Here are some explanations for large weight fluctuations that have nothing to do with true fat or muscle changes, but rather to do eating differently than normal during celebrations:
- Higher food residue in the digestive tract due to higher fibre intake.
- If you're constipated due to eating stuff you're not used to (like we did at the Indian buffet pictured), the food remaining in your gut will also add weight.
- Less time between the last meal and when you weigh yourself from late night eating.
 
What's the largest weight fluctuation you've experienced from one day to another, and why did that happen? I once did some targeted food, hydration, and salt manipulation to reduce my scale weight by 3 kg in 1 week for a lifting competition. It had nothing to do with fat loss.
 
In part 3, I'll go over some reasons for weight fluctuations that are neither due to fat gain nor diet.",10104327314119821_10103961904094441
15,2021-12-23T20:28:21+0000,"My weightlifting coach Anthony Agtarap from Engineered Bodies Strength & Conditioning is doing some advocacy work and trying to get data on why gyms need to shut down when casinos and churches are not.

If you agree, please sign this petition to allow small gyms to open: https://www.change.org/p/allow-small-independent-gyms-in-bc-to-open?recruiter=1214191800&utm_source=share_petition&utm_medium=facebook&utm_campaign=psf_combo_share_initial&utm_term=petition_dashboard&recruited_by_id=18299360-dc7e-11eb-8458-9328a5621718&utm_content=fht-31796711-en-ca%3A2",10104327314119821_10103961804988051
16,2021-12-22T22:29:20+0000,"Sent a letter to our Minister of Health, Adrian Dix. https://adrian.dix.mla.bcndpcaucus.ca/contact/

If you agree, please sign this petition to allow small gyms to open: https://www.change.org/p/allow-small-independent-gyms-in-bc-to-open?recruiter=1214191800&utm_source=share_petition&utm_medium=facebook&utm_campaign=psf_combo_share_initial&utm_term=petition_dashboard&recruited_by_id=18299360-dc7e-11eb-8458-9328a5621718&utm_content=fht-31796711-en-ca%3A2",10104327314119821_10103961271746671
17,2021-12-22T18:06:56+0000,"Churches are allowed to continue services. They meet people’s spiritual and social needs, both of which support health. 

Gyms and fitness centres allow people to train various aspects of fitness; they meet people’s physical health needs. Similar to churches, they ALSO help people meet their social needs. Many people also find that training in a fitness facility provides them a greater sense of purpose than simply doing random exercise. 

The gym closures are taking away many people’s means of meeting their physical, social, existential, and financial needs. If churches and movie theatres can still operate with safety precautions, I fail to see why gyms are not. Especially the boutique gyms which are at risk of going bankrupt. 

Please sign the petition so the Government of British Columbia will hear us out.",10104327314119821_10103961149127401
18,2021-12-21T23:40:00+0000,"Why the scale goes crazy during the holidays: part 1/3.
 
Do you get emotional (or simply curious) about the number on the scale fluctuating a couple (or more) pounds day to day?
 
It takes a surplus or deficit of ~3500 calories to gain or lose a pound of fat, which is unlikely to happen from a day or two. When we eat much differently than usual (e.g. due to holiday festivities), here are some explanations for large weight fluctuations that have nothing to do with true fat or muscle changes:
- Water retention due to higher salt intake than normal.
- Muscles being fuller with glycogen and water, e.g. due to higher carbohydrate intake. For every gram of carbohydrate stored in the muscle (glycogen), we store 3-4 g of water.
 
I'm super grateful to be able to reconnect with with friends over food. In part 2, I'll cover some additional factors that make that scale weight spike up. Did anything in this post surprise you?",10104327314119821_10103960734697921
19,2021-12-17T05:59:42+0000,Feels like I am at a plateau with hand balancing. But did you know performance and motor learning are not the same thing?,10104327314119821_10103957435309921
20,2021-12-14T19:36:06+0000,New toy,10104327314119821_10103955698231041
21,2021-12-05T06:57:42+0000,,10104327314119821_10103949690400781
22,2021-12-05T06:57:26+0000,💛,10104327314119821_10103949690325931
